Year Built,Length,Width,Depth,Displacement,Number of Cabins,Number of beds,Fuel Capacity,Engine Hours,PriceClean,Number of views last 7 days,New_Used,Fuel_Type
1982,9,3,1,0,2,4,120,3850,23500,164.0,,1
1993,7,2,0,0,1,2,205,0,23500,,0.0,2
1999,7,2,0,21790,1,0,401,370,23500,,0.0,2
1988,8,3,0,3300,2,4,230,1205,25000,507.0,0.0,1
1997,7,2,0,0,1,1,0,0,25000,771.0,0.0,2
1992,8,2,0,0,1,0,0,400,25000,420.0,0.0,3
1965,6,1,0,0,0,0,0,0,25000,284.0,0.0,3
2020,6,1,0,1000,1,0,0,0,25000,888.0,1.0,3
2019,5,2,0,630,0,0,0,0,23290,84.0,1.0,3
2012,5,2,0,0,0,0,0,268,23250,,0.0,2
1995,9,2,0,2800,1,1,400,150,24900,273.0,0.0,2
0,6,2,0,0,0,0,0,0,25000,163.0,0.0,3
0,5,2,0,0,0,0,150,0,26000,192.0,0.0,2
2006,7,2,0,0,1,1,300,390,25990,485.0,0.0,2
2020,5,2,0,720,0,0,0,0,24170,157.0,1.0,3
2020,5,1,0,600,0,0,0,0,179000,125.0,1.0,3
2020,6,2,0,800,0,0,0,0,179000,65.0,1.0,3
1995,7,2,0,0,1,1,0,0,26000,607.0,0.0,2
1990,7,2,0,0,0,0,0,0,26000,187.0,0.0,2
2020,5,2,0,0,1,0,0,0,25950,198.0,1.0,3
2005,7,2,1,2,0,2,1,0,24000,99.0,0.0,2
1984,7,2,0,2600,2,4,210,800,24000,90.0,0.0,1
2003,7,2,0,2300,1,0,250,1020,24000,118.0,0.0,2
1989,7,2,0,0,1,4,0,1400,24000,104.0,0.0,1
2006,7,2,0,0,0,0,0,1280,24000,87.0,0.0,2
1994,6,2,0,0,1,0,300,230,24000,74.0,0.0,2
1968,5,2,0,0,0,0,0,0,24000,143.0,0.0,2
1987,7,2,0,0,1,2,0,0,24000,87.0,0.0,1
1961,7,2,0,0,0,0,0,0,24900,199.0,0.0,2
1990,8,2,0,2268,1,2,450,540,24900,84.0,0.0,2
1937,7,2,0,1200,0,2,45,26,24900,69.0,0.0,1
2017,6,2,0,800,1,3,100,0,24900,138.0,0.0,2
2018,6,2,0,1150,1,0,0,0,24900,110.0,1.0,3
2019,6,2,0,880,1,0,0,0,24900,69.0,1.0,2
1995,8,2,1,4300,1,4,407,320,24900,93.0,0.0,2
1995,5,2,0,0,0,0,0,690,24900,260.0,0.0,2
2008,6,2,0,0,0,0,0,0,24900,119.0,0.0,3
1970,9,3,1,7500,2,2,150,0,24900,128.0,,1
1996,8,2,0,0,0,2,500,300,24900,605.0,0.0,2
2013,6,1,0,400,2,0,0,108,24900,129.0,0.0,2
2002,7,2,0,2800,1,0,250,0,24900,100.0,0.0,2
2007,7,2,0,0,1,2,0,1350,24900,161.0,0.0,1
2020,6,2,0,880,1,0,0,0,24900,48.0,1.0,2
1999,8,2,0,0,0,0,0,0,24900,130.0,0.0,3
1998,7,2,0,4100,1,2,400,70,25000,100.0,0.0,2
2007,6,2,0,0,1,2,0,400,25000,103.0,0.0,1
2007,6,2,0,0,1,1,0,250,25000,287.0,0.0,2
2006,7,2,0,3500,1,4,260,396,25000,127.0,0.0,2
1996,8,2,0,0,2,4,500,360,25000,169.0,0.0,2
1986,6,2,0,0,1,0,350,0,25000,181.0,0.0,2
2001,7,2,0,1600,1,2,220,19,25000,94.0,0.0,3
1991,9,3,0,5330,2,4,0,0,25000,197.0,0.0,3
2001,7,2,0,3000,1,2,300,0,25000,189.0,0.0,3
2012,6,2,0,0,0,0,0,0,25000,33.0,0.0,3
2018,2,2,0,0,0,0,0,45,25000,49.0,0.0,3
2017,6,3,0,2,1,0,0,0,25000,72.0,1.0,2
1983,7,2,0,0,0,2,160,0,25000,160.0,0.0,3
2006,7,2,0,0,1,2,200,90,25000,271.0,0.0,2
2001,7,2,0,0,2,4,250,350,25000,170.0,0.0,2
1979,10,3,1,0,2,4,1000,0,25000,231.0,0.0,1
0,6,2,0,0,0,0,0,0,28000,408.0,0.0,3
1996,8,2,0,0,1,4,265,812,28000,1136.0,0.0,2
2015,5,2,0,850,0,0,0,0,25900,64.0,1.0,2
2019,6,2,0,1334,1,1,170,0,25900,264.0,1.0,3
1995,8,2,0,2500,2,4,265,0,25900,278.0,0.0,2
0,7,2,0,0,0,0,70,0,25900,114.0,1.0,3
2008,7,2,0,2400,1,2,329,400,25900,195.0,0.0,2
2018,4,2,0,0,0,0,0,0,25900,86.0,0.0,2
2018,6,2,0,0,0,0,118,0,25900,80.0,1.0,2
1981,9,9,1,0,2,4,600,0,25900,140.0,0.0,1
1987,8,2,0,3000,1,2,250,0,25900,321.0,0.0,2
2007,6,2,0,0,0,0,0,290,25900,165.0,0.0,2
1979,10,3,0,0,0,0,0,0,25900,53.0,,2
1991,6,2,0,1500,1,2,200,0,25900,187.0,0.0,1
1987,8,2,0,0,0,0,0,0,25900,167.0,0.0,3
1995,7,2,0,0,1,2,0,0,25900,217.0,0.0,2
2020,6,2,0,950,1,1,0,0,26800,94.0,1.0,3
1996,6,2,0,1800,0,0,0,0,199000,173.0,0.0,3
2017,5,2,0,0,1,2,125,0,28900,138.0,1.0,2
2019,4,2,0,400,0,0,60,0,28900,173.0,1.0,2
1996,2,5,0,1400,0,0,0,600,28900,205.0,0.0,2
2019,5,2,0,0,0,0,0,0,28900,158.0,1.0,3
1990,8,2,0,0,1,1,0,0,28900,654.0,0.0,2
2001,7,2,0,0,1,0,0,0,28900,,0.0,2
2020,6,2,0,900,0,0,0,0,26700,97.0,1.0,2
2020,6,2,0,1877,1,0,200,0,26700,104.0,1.0,3
2020,6,2,0,900,0,0,0,0,26700,137.0,1.0,2
2020,6,2,0,1050,0,0,200,0,26620,224.0,1.0,3
2014,6,2,0,0,0,0,0,0,28500,549.0,0.0,2
2018,5,2,0,700,0,0,0,0,28700,198.0,1.0,3
0,6,2,0,1050,1,0,0,0,26537,62.0,1.0,2
2020,6,2,0,1050,1,2,170,0,26537,55.0,1.0,3
2020,6,2,0,1920,1,2,120,0,27300,85.0,1.0,2
2020,4,1,0,0,0,0,25,0,29500,191.0,1.0,2
2018,5,2,0,722,0,0,110,0,29500,304.0,0.0,2
1996,8,2,0,0,1,0,0,990,29500,276.0,0.0,2
1989,9,3,0,5100,2,0,400,498,29500,457.0,0.0,2
2002,6,2,0,0,1,1,150,450,29500,973.0,0.0,1
1980,9,3,0,0,1,0,300,1050,29500,,0.0,2
0,5,2,0,780,1,2,150,0,27284,139.0,1.0,2
0,5,2,0,780,1,2,150,0,27284,136.0,1.0,2
0,6,2,0,1045,0,0,110,0,27236,47.0,1.0,2
2020,5,2,0,587,0,0,90,0,27120,56.0,1.0,2
0,5,2,0,750,1,2,27,0,27118,89.0,1.0,2
2020,6,2,0,0,0,0,0,0,29200,228.0,1.0,3
1981,9,3,0,0,2,4,0,0,27000,128.0,0.0,1
1992,9,3,0,5500,2,4,475,0,27000,120.0,0.0,2
1984,9,3,0,0,0,0,420,380,27000,160.0,0.0,3
0,6,2,0,1280,0,0,140,0,27925,38.0,1.0,2
2020,7,2,0,1250,1,0,0,0,27900,227.0,1.0,3
2016,6,2,0,0,0,0,0,0,27900,111.0,1.0,3
2014,5,2,0,1200,0,0,98,0,27900,351.0,0.0,2
2018,6,2,0,1100,1,2,90,0,27900,308.0,1.0,3
2019,6,2,0,780,0,0,0,0,27900,41.0,1.0,2
2019,6,2,0,800,0,0,0,0,27900,83.0,1.0,2
1991,8,2,0,4000,0,0,510,600,27900,131.0,0.0,2
1992,8,2,0,2900,1,2,300,0,27900,377.0,0.0,1
2004,9,3,0,0,0,0,300,0,27900,125.0,0.0,1
2007,7,2,0,0,1,4,67,500,27900,294.0,0.0,1
2007,7,2,0,2200,1,4,67,500,27900,113.0,0.0,1
2006,6,2,0,0,0,0,216,400,27900,,0.0,1
1983,5,2,0,0,0,0,85,0,29900,511.0,0.0,2
1992,7,2,0,2400,1,0,0,0,29900,359.0,0.0,2
2003,6,2,0,0,1,2,216,380,27800,455.0,0.0,2
1993,8,2,0,0,1,1,380,500,31000,,0.0,2
2017,6,2,0,0,0,0,0,0,295000,160.0,1.0,3
2001,6,2,0,0,0,2,0,500,31000,385.0,0.0,1
0,5,2,0,610,0,0,0,0,30900,120.0,1.0,3
0,5,2,0,0,0,0,80,0,30900,181.0,1.0,2
2020,6,2,0,0,0,0,0,0,28546,27.0,0.0,2
2020,7,2,0,1250,1,0,0,0,28500,252.0,1.0,3
2004,8,2,0,0,0,4,110,0,28500,76.0,0.0,1
1997,8,3,0,0,2,6,490,0,28500,169.0,0.0,1
2005,9,3,0,3000,2,4,280,500,28500,81.0,0.0,2
2012,5,2,0,780,0,0,140,250,28500,93.0,0.0,2
1997,6,2,0,0,0,0,0,0,28500,131.0,0.0,1
1992,9,3,0,4800,2,4,480,890,28500,143.0,0.0,2
2013,5,1,0,0,1,2,0,0,28500,92.0,0.0,3
1993,7,2,0,0,2,2,300,0,28500,286.0,0.0,2
1998,8,3,0,0,2,4,250,695,28500,241.0,0.0,2
2018,6,2,0,0,1,0,220,0,29000,161.0,1.0,2
2010,7,2,0,0,1,2,397,120,29000,194.0,0.0,1
2005,7,2,0,0,1,2,67,900,29000,196.0,0.0,1
1990,7,2,0,2200,0,0,651,207,29000,215.0,0.0,2
1979,11,3,1,8700,2,6,1200,3000,29000,314.0,0.0,1
2001,6,2,0,0,0,1,450,245,29000,119.0,0.0,2
1993,10,3,0,7800,0,0,600,100,29000,75.0,0.0,1
1993,8,2,0,3400,1,2,200,170,29000,205.0,0.0,1
2000,7,2,0,0,1,2,430,367,29000,64.0,0.0,2
1990,9,3,0,5500,2,2,500,300,29000,233.0,0.0,2
1987,8,3,0,4000,2,0,200,0,29000,199.0,0.0,1
1973,10,3,0,0,0,4,150,2548,29000,58.0,0.0,3
2000,7,2,0,0,1,1,300,1100,29000,87.0,0.0,2
2009,7,2,0,0,1,2,0,0,29000,393.0,0.0,2
2000,7,2,0,0,1,2,0,0,29000,175.0,0.0,2
2006,7,2,0,0,0,0,0,133,29000,140.0,0.0,2
1994,8,3,0,0,2,2,0,0,29900,122.0,0.0,1
1992,7,2,0,0,1,2,0,380,29900,100.0,0.0,2
2006,6,2,0,0,0,1,220,375,29900,851.0,0.0,2
1984,9,3,0,0,1,2,200,0,29900,94.0,0.0,3
1987,8,3,0,0,1,2,2,980,29900,90.0,0.0,2
2014,6,2,0,1290,1,0,100,0,29900,,0.0,2
2018,6,2,0,800,1,0,60,90,29900,,0.0,2
2018,5,2,0,1000,0,0,0,0,27250,66.0,1.0,3
2019,5,2,0,850,1,2,120,0,29800,87.0,1.0,2
2018,5,2,0,0,-1,0,0,48,29800,46.0,0.0,2
2005,6,2,0,1,1,0,170,550,29800,622.0,0.0,2
1963,9,2,1,0,0,3,53,0,29750,159.0,0.0,3
2019,5,2,0,660,0,0,90,0,29650,102.0,1.0,2
2018,5,2,0,0,1,0,105,0,32000,288.0,0.0,2
1999,8,2,1,0,2,4,320,0,220000,382.0,0.0,2
2001,7,2,0,2300,1,2,0,380,29500,146.0,0.0,2
1954,7,2,0,1500,0,0,120,0,30000,87.0,0.0,2
1985,9,3,1,7000,1,0,1060,900,30000,95.0,0.0,1
2008,8,2,0,0,2,4,330,300,30000,253.0,0.0,2
1995,8,2,0,2500,1,4,300,0,30000,677.0,0.0,2
1978,7,2,0,0,0,0,240,160,30000,313.0,0.0,2
1970,10,3,1,0,2,6,800,0,30000,324.0,0.0,2
2008,7,2,0,2500,1,2,150,470,30000,87.0,0.0,1
2001,9,2,0,0,2,4,0,405,30000,122.0,0.0,2
2002,9,3,0,0,2,2,400,900,30000,234.0,0.0,2
2010,5,2,0,0,0,0,0,0,30000,144.0,0.0,3
2015,7,2,0,0,0,0,0,550,30000,137.0,0.0,3
1991,10,3,0,1,1,2,700,850,30000,162.0,0.0,1
1989,11,3,1,0,2,4,600,850,30000,227.0,0.0,1
1980,10,3,0,0,1,4,0,370,30000,,0.0,1
1971,10,3,0,0,1,8,200,80,30000,,0.0,1
2009,6,2,0,0,0,0,0,0,29999,811.0,0.0,2
2018,5,2,0,1,1,2,0,20,30900,69.0,0.0,2
1979,10,3,0,0,1,2,700,1300,30900,167.0,0.0,2
2019,6,2,0,0,0,0,140,0,30825,65.0,1.0,2
0,5,2,0,1180,0,0,100,0,30820,143.0,1.0,3
2020,5,2,0,660,0,0,90,0,30820,62.0,1.0,2
2019,6,2,0,900,1,2,140,0,30810,71.0,1.0,2
0,6,2,0,900,0,0,140,0,30781,65.0,1.0,2
1992,7,2,0,0,1,0,0,0,33000,320.0,0.0,1
1991,10,3,0,0,2,7,200,1850,33000,576.0,0.0,1
1996,8,3,0,4000,1,4,230,0,27995,131.0,0.0,1
2020,5,2,0,1025,0,0,0,0,30699,136.0,1.0,2
0,6,2,0,1045,0,0,90,0,30645,63.0,1.0,2
0,5,2,0,0,1,0,0,0,33000,133.0,1.0,2
1989,8,2,0,0,2,5,250,150,33000,1033.0,0.0,2
2018,6,1,0,450,0,0,22,0,32730,164.0,1.0,3
2020,5,2,0,0,1,2,0,0,30500,92.0,1.0,2
2001,7,2,0,2355,1,2,320,850,32000,208.0,0.0,2
1996,8,2,0,3,2,4,450,670,32000,64.0,,2
1995,7,2,1,0,2,2,300,60,32000,150.0,0.0,1
1997,9,2,0,3200,2,4,380,0,32000,,0.0,2
2009,7,2,0,0,1,4,220,100,32000,,0.0,2
2005,6,2,0,0,0,0,0,0,34500,535.0,0.0,3
2000,9,2,0,3800,1,4,330,0,31900,295.0,0.0,2
2010,7,2,0,0,1,4,0,0,31900,74.0,0.0,2
1999,7,2,0,1975,0,0,0,735,31900,146.0,0.0,2
2001,6,2,0,0,1,0,220,218,31900,225.0,0.0,2
2019,5,2,0,1054,0,0,100,0,31830,166.0,1.0,2
2002,6,2,0,0,1,2,0,547,29000,105.0,0.0,1
2020,12,4,0,0,0,4,0,0,31800,290.0,1.0,3
2020,6,2,0,0,0,0,110,0,34340,158.0,1.0,2
0,8,2,0,0,1,1,0,0,31690,105.0,1.0,3
1984,10,3,0,0,1,0,500,0,34000,280.0,0.0,2
1982,8,2,0,0,0,2,400,2250,32500,146.0,0.0,3
2019,6,2,0,1050,1,0,0,0,32500,36.0,1.0,2
2009,6,2,0,0,0,0,0,0,32500,120.0,0.0,2
2006,7,2,0,0,0,0,0,790,32500,175.0,0.0,1
2019,6,2,0,0,1,2,0,0,32500,81.0,1.0,3
1959,39,5,0,100000000,1,0,2,0,32500,87.0,0.0,1
1969,9,3,0,0,0,2,150,0,32500,106.0,0.0,3
1980,10,3,1,0,0,4,300,2576,32500,152.0,0.0,3
1991,9,2,0,0,2,6,400,1183,32500,396.0,0.0,2
1990,8,2,0,0,2,4,400,0,32500,314.0,0.0,2
1977,10,3,0,0,0,4,1050,4200,32500,104.0,0.0,3
1909,11,3,0,0,0,2,200,0,32500,161.0,0.0,3
2002,8,3,0,0,1,4,0,0,32500,212.0,0.0,2
1981,9,3,0,0,0,2,240,1200,32500,,0.0,3
1980,11,3,1,12,2,4,240,0,32490,140.0,1.0,1
2018,6,2,0,0,0,0,0,0,32490,36.0,0.0,2
2007,7,2,0,0,1,2,0,0,33000,113.0,0.0,2
1989,11,3,0,10000,2,4,1100,900,33000,139.0,0.0,1
2013,6,2,0,0,0,0,240,185,33000,63.0,0.0,2
2015,5,2,0,0,1,3,0,71,33000,74.0,0.0,2
1984,9,3,1,0,2,4,0,600,33000,149.0,0.0,3
1986,10,3,1,0,1,1,0,0,33000,43.0,0.0,1
2006,7,2,0,2000,0,1,280,0,33000,165.0,0.0,2
2008,7,2,0,2100,1,2,250,890,33000,63.0,0.0,2
2012,7,2,0,0,0,0,0,365,33000,101.0,0.0,2
2020,6,2,0,950,0,0,0,0,33000,87.0,1.0,3
2013,8,2,0,0,0,0,0,603,33000,107.0,0.0,2
2000,9,2,0,3400,1,2,0,400,33000,118.0,0.0,2
2006,6,2,0,0,0,0,150,1300,33000,596.0,0.0,2
2012,7,2,0,0,1,2,135,900,33000,267.0,0.0,1
2004,8,2,0,0,2,4,200,660,33000,403.0,0.0,1
2002,8,3,0,3200,1,2,340,300,33000,187.0,0.0,3
2017,5,2,0,0,1,1,1,0,34000,75.0,1.0,2
2019,6,2,0,840,1,0,53,0,34000,80.0,0.0,3
2012,7,2,0,0,0,0,0,130,34000,70.0,0.0,2
1993,9,3,0,0,2,4,400,0,34000,166.0,0.0,1
2002,7,0,0,0,1,1,0,0,34000,395.0,0.0,2
2004,7,0,0,0,0,0,0,780,34000,286.0,0.0,2
2005,7,2,0,2053,0,2,265,190,34000,284.0,0.0,2
1991,10,11,1,9000,2,1,800,0,34000,,0.0,1
2020,6,2,0,1100,0,0,167,0,33950,82.0,1.0,2
2020,7,2,0,0,0,0,0,0,33950,104.0,1.0,3
2015,7,2,0,1500,1,4,200,0,33900,130.0,1.0,3
2005,7,2,0,2000,1,2,200,0,33900,248.0,0.0,2
1997,9,3,0,3900,2,4,450,0,33900,272.0,0.0,2
2004,8,2,0,3600,1,4,350,595,33900,244.0,0.0,2
2000,8,2,0,2900,2,4,0,0,33900,249.0,0.0,2
2019,5,2,0,0,0,0,100,0,33900,31.0,1.0,2
2020,5,2,0,0,1,2,0,0,34900,97.0,1.0,2
2017,6,2,0,1,0,0,1,120,34900,39.0,0.0,2
2006,7,2,0,0,1,2,0,0,34900,126.0,0.0,2
2002,8,2,0,0,2,4,0,0,34900,177.0,0.0,2
2020,7,2,0,1800,1,0,270,0,34900,301.0,1.0,2
2006,7,2,0,0,1,2,200,0,34900,206.0,0.0,2
1998,9,3,0,4700,2,4,570,0,34900,158.0,0.0,2
2007,7,2,0,2155,0,0,0,1000,34900,103.0,0.0,2
2000,8,2,0,0,0,2,550,0,34900,128.0,1.0,3
2012,6,2,0,0,1,4,0,0,34900,93.0,0.0,2
1980,11,3,0,0,1,0,300,0,34900,353.0,0.0,1
1981,13,2,0,0,0,2,1000,400,34900,215.0,0.0,3
1999,9,2,0,3000,1,4,0,550,34900,,0.0,1
2019,6,2,0,0,1,1,100,0,34828,220.0,1.0,3
2020,7,2,0,1500,1,1,270,0,34800,295.0,1.0,2
1999,7,2,1,3000,1,3,240,400,34800,172.0,0.0,1
2004,7,2,0,0,0,0,54,670,35000,162.0,0.0,2
2009,6,2,0,1769,0,0,220,250,35000,160.0,0.0,3
2016,6,2,0,0,0,0,0,0,35000,42.0,0.0,2
1990,9,3,0,4,2,6,450,600,35000,158.0,0.0,3
1987,6,2,0,0,0,0,0,0,35000,51.0,0.0,2
2004,8,2,0,0,0,4,230,250,35000,85.0,0.0,1
2009,7,2,0,0,1,2,225,300,35000,63.0,0.0,2
2003,8,2,0,0,2,5,0,0,35000,69.0,0.0,1
2005,7,2,0,0,1,4,0,520,35000,38.0,0.0,1
1997,7,3,0,0,2,4,500,800,35000,29.0,0.0,3
1994,9,3,0,0,0,6,0,733,35000,128.0,0.0,2
2017,6,2,0,0,1,2,0,150,35000,92.0,0.0,2
1996,9,3,0,0,1,4,0,0,35000,199.0,0.0,2
1992,9,3,0,0,2,4,560,570,35000,172.0,0.0,2
1978,9,3,0,7000,2,0,200,400,35000,144.0,0.0,1
1968,9,3,0,0,0,2,0,4111,35000,49.0,0.0,3
2020,6,2,0,1200,0,0,0,0,35499,48.0,1.0,2
2020,5,2,0,0,1,0,160,0,35450,40.0,1.0,2
2020,5,2,0,1,0,0,0,0,35419,27.0,1.0,2
2020,6,1,0,0,0,0,23,0,35400,106.0,1.0,2
2020,5,2,0,1280,0,0,0,0,35250,131.0,1.0,2
2016,5,2,0,0,1,2,0,110,35200,114.0,0.0,2
2016,5,2,0,0,1,2,0,0,35200,93.0,0.0,3
0,6,2,0,989,0,0,0,0,35160,65.0,1.0,2
1998,11,2,0,0,1,2,0,0,38000,355.0,0.0,2
2007,7,2,0,0,0,1,0,0,38000,325.0,0.0,2
2002,7,2,0,2000,1,2,285,0,38000,486.0,0.0,2
1992,5,2,0,0,0,0,70,900,38000,320.0,0.0,2
2004,6,2,0,0,0,1,125,425,38000,915.0,0.0,2
0,6,2,0,1585,0,0,200,0,35150,68.0,1.0,2
0,6,2,0,1050,1,0,135,0,35115,30.0,1.0,2
2019,6,2,0,1300,1,2,0,0,37950,283.0,1.0,3
0,7,2,0,1480,1,0,0,0,36414,113.0,1.0,2
2020,7,2,0,1480,1,2,280,0,36414,65.0,1.0,3
2005,8,2,0,0,1,4,0,0,39000,294.0,0.0,2
1992,7,2,0,0,1,0,300,1050,39000,309.0,0.0,2
2020,6,2,0,1100,1,2,200,0,36300,103.0,1.0,3
2019,6,2,0,800,0,0,0,0,270000,32.0,1.0,3
2020,5,2,0,0,0,0,0,0,39220,131.0,1.0,2
0,6,2,0,1500,1,2,0,0,39200,158.0,1.0,3
2009,6,2,0,800,0,0,100,4,36250,187.0,0.0,2
2020,6,2,0,0,1,0,0,0,39170,269.0,1.0,2
0,5,2,0,645,0,0,102,0,36228,146.0,1.0,2
2020,5,2,0,670,0,0,0,0,269000,90.0,1.0,3
2018,7,2,0,1400,0,0,0,0,39000,166.0,1.0,3
1995,6,2,0,0,1,1,180,520,39000,403.0,0.0,2
1988,7,2,0,0,1,1,0,3093,38950,312.0,0.0,1
2000,7,2,0,1,3,2,780,400,36000,267.0,0.0,2
2019,6,2,0,0,0,0,0,0,40459,172.0,1.0,3
1996,7,2,0,0,1,2,250,1025,40000,304.0,0.0,2
2020,6,2,0,0,0,0,135,0,40290,194.0,1.0,2
2012,6,2,0,997,0,0,378,150,39900,199.0,0.0,2
2004,6,2,0,0,1,2,0,440,39900,,0.0,2
2019,5,2,0,0,0,0,160,0,40040,144.0,1.0,2
2003,7,2,0,0,1,2,210,516,40000,210.0,0.0,1
2020,6,2,0,1100,1,2,0,0,37000,109.0,1.0,3
2017,5,2,0,680,0,0,100,10,37000,120.0,0.0,2
2005,8,2,1,0,2,2,280,450,37000,404.0,0.0,2
2019,6,2,0,0,0,0,170,133,37000,102.0,0.0,2
2009,7,2,0,0,2,4,0,300,37000,109.0,0.0,2
2004,7,2,0,0,1,4,230,250,37000,71.0,0.0,1
2010,7,2,0,2,0,0,190,800,37000,298.0,0.0,2
2003,8,2,0,4000,0,0,500,500,37000,215.0,0.0,2
1926,7,1,0,0,0,0,0,0,37000,260.0,0.0,3
2002,8,3,0,5,1,4,1,550,38000,88.0,0.0,1
2006,7,2,0,0,2,4,0,0,38000,172.0,0.0,2
2010,7,2,0,0,0,2,0,84,38000,147.0,0.0,2
2020,6,2,0,1160,1,0,160,0,38000,91.0,1.0,2
1997,7,3,0,0,2,4,500,0,38000,41.0,0.0,3
2019,6,2,0,0,0,0,0,110,38000,76.0,0.0,2
1989,10,3,0,0,1,6,0,290,38000,67.0,0.0,1
2020,7,2,0,2000,1,4,0,0,38000,131.0,0.0,3
1990,9,3,0,0,2,6,250,0,38000,70.0,0.0,1
2004,8,2,0,0,0,0,400,294,38000,103.0,0.0,2
1992,12,4,1,0,2,2,800,830,38000,78.0,0.0,1
2007,6,1,0,400,0,0,0,150,38000,184.0,0.0,2
2020,11,3,0,0,0,0,0,0,38000,683.0,0.0,1
2014,7,2,0,1200,0,0,0,0,38000,123.0,0.0,3
2002,9,3,0,0,1,4,0,1015,38000,82.0,0.0,1
2004,8,2,0,3860,1,0,420,2100,38000,175.0,0.0,1
2019,5,2,0,1345,0,0,0,0,38900,49.0,0.0,3
2017,6,2,0,0,1,3,200,90,38900,222.0,0.0,2
0,6,2,0,1406,0,0,0,0,38900,56.0,1.0,3
1995,8,2,0,3500,0,4,150,0,38900,161.0,0.0,1
2020,5,2,0,0,0,0,110,0,38900,113.0,1.0,2
1991,9,3,0,6100,1,4,600,810,38900,113.0,0.0,1
2012,7,2,0,0,1,4,0,150,38900,,0.0,2
1963,5,1,0,1000,0,0,0,0,42000,133.0,0.0,2
2012,6,2,0,0,1,0,0,0,42000,84.0,0.0,2
2020,5,2,0,0,1,0,120,0,42000,200.0,0.0,3
2019,6,2,0,1035,0,0,0,0,289000,153.0,1.0,3
0,7,2,0,1780,1,0,0,0,38794,61.0,1.0,2
2020,7,2,0,1780,1,3,280,0,38794,60.0,1.0,3
1995,8,2,0,0,2,4,0,940,41900,,0.0,2
2018,6,2,0,0,0,0,0,0,38748,73.0,1.0,2
2020,5,2,0,0,0,0,0,0,38700,85.0,1.0,2
1993,8,2,0,0,1,3,300,700,42000,462.0,0.0,2
2000,9,2,0,0,1,1,0,0,42000,620.0,0.0,2
2020,5,2,0,0,0,0,85,0,42270,300.0,1.0,2
2020,6,2,0,960,1,0,0,0,39000,164.0,1.0,3
1994,9,3,0,3650,1,4,530,598,39000,109.0,0.0,2
2007,8,2,0,3100,1,2,250,320,39000,107.0,0.0,1
2006,11,2,0,0,1,0,600,400,39000,111.0,0.0,3
2004,9,2,0,5000,1,4,110,582,39000,77.0,0.0,1
1979,11,3,0,9240,1,2,900,50,39000,251.0,0.0,2
2008,9,2,0,4800,1,4,380,320,39000,163.0,0.0,3
1974,9,3,0,0,2,5,0,0,39000,104.0,0.0,1
1985,9,3,0,0,1,2,500,600,39000,42.0,0.0,2
1992,12,3,0,8000,1,2,1200,500,39000,104.0,0.0,1
2018,8,2,0,0,1,2,400,0,39000,65.0,1.0,2
2005,8,2,0,0,1,2,325,199,39000,108.0,0.0,1
2018,6,2,0,0,0,2,0,195,39000,21.0,0.0,2
0,6,2,0,1440,1,0,0,0,39900,,1.0,2
2019,6,2,0,1600,1,2,0,0,39888,50.0,1.0,2
1999,8,2,0,0,1,2,80,900,39800,64.0,0.0,1
2020,6,2,0,0,0,0,0,0,39800,70.0,1.0,2
1969,6,2,0,1260,0,0,0,1148,43000,517.0,0.0,2
1995,8,2,0,0,0,3,150,0,39750,144.0,0.0,3
0,6,2,0,1370,0,0,0,0,39700,,1.0,2
2018,6,2,0,880,0,0,140,0,39642,52.0,1.0,3
0,6,2,0,1400,1,2,230,0,39600,89.0,1.0,2
2018,6,2,0,1440,1,2,100,0,42800,183.0,0.0,2
1992,9,3,0,0,0,0,0,0,42800,359.0,0.0,3
2019,7,2,0,1450,1,0,200,0,39590,118.0,1.0,3
2010,6,2,0,1000,0,0,150,30,39500,66.0,1.0,3
2000,8,3,1,0,0,0,0,0,39500,54.0,0.0,1
2004,8,2,0,3080,1,2,491,100,39500,116.0,0.0,2
1999,9,3,0,0,2,4,0,0,39500,103.0,0.0,2
2020,5,2,0,1555,0,0,160,0,39999,84.0,1.0,2
2019,6,2,0,1089,0,0,0,3,39999,126.0,0.0,3
2012,6,2,0,0,0,0,0,310,39999,,0.0,2
1993,10,3,0,0,2,6,700,150,39990,62.0,0.0,2
2019,5,2,0,0,0,0,113,0,39990,43.0,1.0,3
2020,6,2,0,1100,1,4,1,0,39990,41.0,1.0,2
1979,10,3,1,0,2,5,900,0,39990,107.0,,1
1989,11,3,1,0,2,4,240,3300,39990,155.0,,1
1988,9,3,0,0,1,4,0,0,39990,127.0,,1
2020,8,2,0,0,0,0,270,0,39950,155.0,1.0,2
2002,7,2,0,0,0,0,150,850,39950,82.0,0.0,1
2019,5,2,0,1388,1,1,100,0,39922,38.0,1.0,2
1992,9,3,0,4000,2,4,400,1230,39900,220.0,0.0,1
1992,8,2,0,2500,1,2,250,0,39900,222.0,0.0,1
2001,8,2,0,2800,1,2,500,0,39900,372.0,0.0,2
1993,10,3,0,0,3,6,750,830,39900,213.0,0.0,2
1984,10,3,1,0,1,6,500,2400,41000,,0.0,1
2020,7,2,0,2150,1,3,300,0,40999,208.0,1.0,3
2020,5,2,0,1,0,0,0,0,40900,28.0,1.0,2
2005,8,3,0,0,0,0,0,0,40800,293.0,0.0,3
2019,6,2,0,0,0,0,0,0,40800,90.0,1.0,2
