Year Built,Length,Width,Depth,Displacement,Number of Cabins,Number of beds,Fuel Capacity,Engine Hours,PriceClean,Number of views last 7 days,New_Used,Fuel_Type
2015,6,2,0,0,0,0,0,0,83000,104.0,0.0,2
2003,12,3,0,0,0,0,0,0,83000,71.0,0.0,1
1993,11,3,1,8400,2,4,1000,1800,83000,147.0,0.0,1
2004,10,3,0,0,2,4,600,650,83000,147.0,0.0,1
2014,9,2,0,0,2,2,450,140,83000,184.0,0.0,2
2007,8,3,1,0,1,2,0,400,83000,75.0,0.0,1
2017,8,2,0,0,1,4,0,117,83000,,0.0,1
0,7,2,0,1730,0,0,280,0,82990,50.0,1.0,2
2019,7,2,0,1350,0,0,250,2,89665,138.0,1.0,2
2012,7,2,0,0,0,0,0,170,82900,119.0,0.0,2
2020,6,2,0,2500,0,0,0,0,82878,99.0,1.0,2
1946,6,2,0,0,0,0,0,0,89500,211.0,0.0,2
2007,9,3,0,5830,2,4,530,0,82000,173.0,0.0,3
1993,11,4,0,0,1,2,0,455,87900,267.0,0.0,1
2019,7,2,0,1350,0,0,0,0,608000,50.0,1.0,3
2020,7,2,0,0,0,4,280,0,74395,24.0,1.0,2
1997,11,3,1,0,0,4,1000,1225,81500,52.0,0.0,3
2017,6,2,0,1400,1,4,0,100,88000,232.0,0.0,2
1962,5,1,0,0,0,0,0,0,88000,448.0,0.0,2
2007,9,3,1,0,1,4,0,1600,81400,105.0,0.0,1
2009,7,2,0,5400,0,0,400,400,81000,91.0,0.0,3
0,11,3,0,0,0,2,22,0,81000,95.0,0.0,3
2020,8,2,0,0,0,1,340,0,81000,68.0,1.0,2
2020,9,2,0,3500,0,6,85,0,80900,97.0,1.0,3
2019,7,2,0,0,2,4,300,4,80900,244.0,0.0,2
2020,6,2,0,0,0,0,0,0,80846,146.0,1.0,2
2004,11,2,0,0,0,0,0,0,599000,146.0,,2
2016,7,2,0,2200,0,0,208,0,80500,306.0,0.0,2
1989,6,2,0,0,0,0,0,715,87000,251.0,0.0,2
2020,7,2,0,2000,1,2,0,0,87000,329.0,1.0,3
2020,7,2,0,1850,0,0,0,0,598000,53.0,1.0,3
2005,7,1,0,1700,0,0,0,0,598000,56.0,0.0,1
2007,7,2,0,0,0,1,0,150,86000,790.0,0.0,1
1964,6,2,0,0,0,0,0,0,86000,399.0,0.0,2
1998,15,3,0,0,0,0,0,0,80000,143.0,0.0,3
2016,9,3,0,0,2,0,400,0,80000,150.0,0.0,2
1994,12,3,1,0,0,0,0,0,80000,80.0,0.0,1
1992,12,3,1,12650,3,4,1460,0,80000,50.0,0.0,3
1992,12,3,1,0,3,6,1460,0,80000,49.0,0.0,3
1992,12,3,1,9600,2,4,1000,1500,80000,40.0,0.0,1
1991,14,4,1,0,2,4,1893,0,80000,175.0,0.0,1
0,8,2,0,3100,0,0,0,0,80000,129.0,1.0,2
1994,11,4,0,0,2,4,0,2300,80000,60.0,0.0,3
2015,7,2,0,0,2,0,400,140,80000,118.0,0.0,2
2020,8,4,0,0,0,0,0,0,80000,260.0,0.0,3
1985,6,2,0,0,0,0,200,500,80000,396.0,0.0,2
2017,9,3,0,0,1,0,0,30,80000,362.0,0.0,2
2010,10,3,0,0,1,2,300,260,80000,870.0,0.0,1
2008,8,2,0,3,1,0,250,265,80000,,0.0,3
2018,7,2,0,0,1,4,0,38,80000,,0.0,1
2007,9,3,1,4500,1,2,515,700,80000,,0.0,1
2002,10,3,1,0,0,0,0,0,80000,,0.0,2
2017,6,2,0,0,1,2,0,0,79999,127.0,0.0,2
1995,11,4,0,12800,2,6,1600,1200,79999,57.0,0.0,1
2005,11,2,0,0,0,0,500,0,79990,74.0,0.0,2
1995,11,3,1,0,1,6,0,0,79990,88.0,0.0,1
2002,11,3,1,13,2,6,800,0,79990,90.0,0.0,1
1987,14,4,1,0,3,0,1000,2250,79990,119.0,,1
2019,7,2,0,1996,0,0,246,0,79950,67.0,1.0,2
0,8,3,0,2462,0,0,0,0,79940,49.0,1.0,2
2020,7,2,0,2100,1,2,0,0,79940,144.0,1.0,3
1975,11,3,1,16000,0,0,500,1500,79900,54.0,0.0,1
2017,7,2,0,1950,0,0,285,5,79900,67.0,1.0,2
2015,8,2,0,0,0,0,230,0,79900,78.0,0.0,2
2015,9,2,0,0,1,2,0,200,79900,150.0,0.0,2
1996,14,3,1,9500,1,1,1050,865,79900,189.0,0.0,1
2011,7,2,1,3100,1,2,300,734,79900,181.0,0.0,1
1988,10,3,1,8000,1,4,0,0,79900,202.0,0.0,1
2018,7,2,0,1,1,2,0,0,79900,54.0,1.0,2
2019,8,2,0,0,1,2,400,50,79900,19.0,1.0,2
2018,24,2,1,0,0,0,208,45,79900,134.0,0.0,2
0,6,2,0,0,0,0,0,0,79900,64.0,1.0,2
2002,11,4,0,0,3,6,2800,900,79900,53.0,0.0,3
2016,7,2,0,0,0,0,264,35,79900,95.0,0.0,2
1990,13,4,1,17000,2,4,1900,1270,79900,38.0,0.0,1
2020,5,2,0,1116,0,0,117,0,79900,100.0,1.0,2
1950,19,4,1,0,0,0,0,0,79500,135.0,0.0,1
2003,11,3,0,6500,2,4,600,0,79500,222.0,0.0,1
1956,38,5,1,3432073,2,0,2,18100,79500,76.0,0.0,1
1919,19,3,1,50000,3,0,1,2000,79500,30.0,0.0,1
1990,12,3,1,0,0,4,450,3500,79500,52.0,0.0,3
2002,11,3,1,7500,2,4,1000,500,79500,57.0,0.0,1
1990,12,3,1,0,0,4,800,2000,79500,60.0,0.0,3
1999,12,3,1,0,2,4,500,2,79500,117.0,0.0,1
1985,12,4,1,0,0,4,800,1700,79500,119.0,0.0,3
2004,10,3,0,6800,2,4,550,500,79500,340.0,0.0,1
2009,10,3,0,0,2,4,0,650,79500,116.0,0.0,1
2010,33,6,1,0,0,0,3,0,79500,117.0,0.0,3
1983,11,3,1,0,0,4,400,1000,79500,70.0,0.0,3
2016,8,3,0,0,1,0,0,0,79500,104.0,0.0,3
1980,11,3,1,0,0,4,600,8071,79500,158.0,0.0,3
1979,14,4,1,0,0,6,1840,5418,79500,124.0,0.0,3
2006,10,3,0,0,0,4,800,1300,79500,158.0,0.0,3
2014,7,2,35,0,0,0,0,120,85000,,0.0,3
1986,9,3,0,0,0,0,0,0,85500,328.0,0.0,1
2020,6,2,0,0,1,0,340,0,85420,147.0,1.0,2
1990,14,4,1,0,3,6,2000,0,79000,57.0,0.0,1
1989,11,3,1,0,0,0,1100,880,79000,37.0,0.0,1
1991,11,3,0,0,2,4,1000,350,79000,69.0,0.0,1
1993,12,4,0,0,2,4,900,1200,79000,210.0,0.0,1
1990,11,3,1,0,2,4,1000,2850,79000,167.0,0.0,1
1976,12,3,1,21000,2,4,0,0,79000,109.0,0.0,1
2006,9,3,0,0,2,4,515,600,79000,75.0,0.0,1
1989,14,4,1,0,3,6,1800,1000,79000,43.0,0.0,1
1990,14,4,0,0,3,4,1560,2380,79000,83.0,0.0,1
1988,15,4,0,17570,2,4,1600,0,79000,93.0,0.0,3
2005,9,3,1,0,1,1,0,650,79000,103.0,0.0,1
1992,11,3,1,0,0,4,500,5847,79000,97.0,0.0,3
2006,9,3,1,0,2,4,0,450,79000,81.0,0.0,1
2000,9,3,1,0,2,4,400,900,79000,148.0,0.0,3
2011,8,2,1,0,2,2,600,540,79000,65.0,0.0,2
2016,8,2,0,0,2,6,0,175,79000,97.0,0.0,2
2006,10,3,0,0,2,6,400,1140,79000,37.0,0.0,1
2018,8,2,0,2400,1,0,270,363,79000,144.0,0.0,2
1981,11,3,1,12000,3,8,1800,2205,79000,69.0,0.0,1
1996,12,3,1,0,1,6,800,0,79000,99.0,0.0,3
2016,8,2,0,0,1,4,400,227,79000,72.0,0.0,2
2005,10,3,0,0,2,4,650,870,79000,109.0,0.0,1
2002,9,3,0,0,2,6,0,0,79000,81.0,0.0,1
1997,11,3,0,0,2,0,500,950,79000,42.0,0.0,1
2012,10,3,0,3600,3,2,800,200,79000,87.0,0.0,2
1991,13,4,1,24000,1,0,1,2,79000,46.0,0.0,1
1965,6,1,0,0,0,0,0,0,79000,37.0,0.0,3
1994,11,4,0,0,2,4,832,650,79000,50.0,0.0,3
1994,11,3,1,12500,2,4,1200,840,79000,105.0,0.0,1
2005,8,3,1,0,1,4,450,800,79000,124.0,0.0,1
2001,11,3,0,6600,2,2,1000,490,79000,145.0,0.0,1
2002,11,3,0,7500,2,4,750,370,79000,132.0,0.0,3
2012,8,2,0,0,0,0,0,0,79000,115.0,0.0,3
1925,8,2,0,0,0,2,0,0,79000,86.0,0.0,3
1995,14,4,1,0,0,2,0,0,79000,170.0,0.0,3
1939,26,6,1,0,0,0,4000,0,79000,365.0,0.0,1
2003,11,3,0,0,2,4,750,470,79000,137.0,0.0,1
2012,9,3,0,0,2,3,260,380,79000,268.0,0.0,1
2008,9,2,0,0,1,4,520,250,79000,539.0,0.0,2
2002,10,3,1,0,1,3,400,480,79000,187.0,0.0,1
1999,13,4,1,0,2,8,1200,900,79000,341.0,0.0,1
1976,11,4,1,0,0,4,1000,0,79000,,0.0,3
1999,12,3,1,0,2,0,1150,1839,79000,,0.0,1
2020,8,2,0,3400,1,4,400,0,78999,45.0,1.0,2
1986,10,3,0,0,2,2,1100,0,78000,31.0,0.0,1
1992,10,3,0,5500,1,0,931,1850,78000,43.0,0.0,1
2001,10,3,1,5000,2,4,500,1085,78000,213.0,0.0,1
1996,12,4,0,0,2,4,800,960,78000,87.0,0.0,1
2004,11,3,1,7450,2,4,900,98,78000,68.0,0.0,1
2002,9,3,1,0,0,2,200,0,78000,115.0,0.0,3
2020,6,2,0,2451,1,0,280,0,78000,42.0,1.0,2
2008,9,3,0,6100,2,2,750,390,78000,180.0,0.0,2
2004,10,3,3,7500,1,2,0,0,78000,63.0,0.0,3
2004,10,3,0,0,0,0,0,0,78000,122.0,0.0,3
1996,11,3,1,10300,2,6,1000,1900,78000,184.0,0.0,1
2009,11,3,1,0,1,1,900,0,78000,244.0,0.0,1
0,11,3,1,0,2,6,1000,780,78000,632.0,0.0,1
0,12,4,0,0,2,5,1000,0,78000,,0.0,2
2012,7,2,0,0,1,1,300,0,78000,,0.0,3
1993,14,4,0,15000,3,6,1500,1350,77900,157.0,0.0,1
2013,9,3,0,7000,2,4,460,490,77900,100.0,0.0,1
2017,7,2,0,0,0,0,285,2,77885,81.0,1.0,2
0,7,2,0,2100,2,4,230,0,77870,76.0,1.0,2
2019,6,2,0,0,0,0,0,0,84070,337.0,1.0,3
0,8,2,0,2462,2,0,0,0,77730,92.0,1.0,2
2020,7,2,0,0,0,0,0,0,70764,30.0,1.0,3
1959,6,2,0,0,0,0,100,402,77582,294.0,0.0,2
2019,6,2,0,0,0,0,0,0,77527,269.0,1.0,2
1992,11,3,1,7500,2,0,700,2200,77500,95.0,0.0,1
2006,9,3,0,6700,2,4,500,640,77500,81.0,0.0,1
2007,9,2,0,0,1,2,0,0,77500,67.0,0.0,2
2017,9,3,1,0,0,0,80,10,77500,40.0,0.0,3
1927,30,5,1,100000000,1,0,1,7700,77500,37.0,0.0,1
2015,6,2,0,0,0,0,0,287,77500,423.0,0.0,2
2011,8,2,1,0,2,4,520,395,77500,261.0,0.0,2
1989,12,3,1,0,1,1,800,1050,83000,633.0,0.0,1
2000,11,3,0,6850,2,4,640,0,69950,87.0,0.0,1
2008,10,3,0,0,1,0,0,0,82900,392.0,0.0,2
2020,8,2,0,2,0,2,0,0,76675,34.0,1.0,2
2019,7,2,0,1700,0,0,192,0,69900,91.0,1.0,3
2013,7,2,0,0,1,2,189,280,89900,67.0,0.0,2
2007,9,2,0,0,0,2,520,775,76500,244.0,0.0,3
2020,6,2,0,1191,0,0,0,0,569000,34.0,1.0,3
2014,7,2,0,2600,1,0,210,100,82000,466.0,0.0,1
0,7,2,0,1700,1,0,0,0,76390,103.0,1.0,2
2012,6,2,0,0,0,0,0,340,82500,599.0,0.0,2
1974,5,2,0,0,0,0,0,0,82500,315.0,0.0,2
2017,7,2,0,2800,2,4,400,0,82500,,0.0,2
2004,9,2,0,0,2,4,0,20,76000,47.0,0.0,2
2007,7,3,0,5350,1,0,410,2000,76000,57.0,0.0,1
2004,11,3,0,8500,2,4,720,700,76000,97.0,0.0,1
2018,7,2,0,0,1,0,0,21,76000,54.0,0.0,2
0,7,2,0,1600,0,0,230,0,75900,152.0,1.0,2
2018,9,3,0,4200,1,4,140,75,75900,116.0,0.0,1
2019,8,2,0,0,0,2,340,0,75800,59.0,1.0,2
2021,6,2,0,1406,0,0,151,0,81838,303.0,1.0,2
2019,8,2,0,1749,1,0,340,0,75677,70.0,1.0,2
2019,6,2,0,1240,1,2,230,0,75650,107.0,1.0,2
2020,7,2,0,0,1,2,280,0,75500,39.0,1.0,2
2020,6,2,0,0,0,0,280,0,75500,,1.0,2
2019,7,2,0,0,0,0,197,0,75490,162.0,1.0,2
2020,8,2,0,0,2,4,400,0,75446,54.0,1.0,2
2020,7,2,0,0,0,0,0,0,68768,37.0,1.0,2
2019,7,2,0,0,0,0,0,0,75408,56.0,0.0,1
2020,7,2,0,0,0,0,0,0,75300,34.0,1.0,2
1987,11,3,1,0,2,4,1150,670,75000,69.0,0.0,1
1999,10,3,0,0,2,0,680,0,75000,69.0,0.0,1
1925,15,3,0,26000,3,0,2,0,75000,36.0,0.0,1
2000,11,3,1,7700,2,4,1000,1395,75000,135.0,0.0,1
1994,11,3,1,0,0,4,500,1900,75000,69.0,0.0,3
2009,9,3,0,0,1,2,0,250,75000,53.0,0.0,2
1995,10,3,1,8000,2,2,400,0,75000,70.0,0.0,1
1999,10,2,0,0,2,4,500,450,75000,142.0,0.0,2
2006,10,3,0,0,2,0,700,760,75000,82.0,0.0,1
1998,12,3,0,0,0,6,350,0,75000,88.0,0.0,3
1999,9,3,0,0,1,4,620,0,75000,131.0,0.0,1
1996,12,3,0,0,2,6,760,900,75000,90.0,0.0,1
1979,14,4,1,0,0,8,0,0,75000,82.0,0.0,3
2011,8,3,0,0,1,6,0,108,75000,96.0,0.0,2
2009,8,2,0,3000,1,2,700,600,75000,111.0,0.0,3
1904,12,2,1,0,0,0,0,0,75000,81.0,0.0,3
2017,8,2,0,0,1,4,400,125,75000,100.0,0.0,2
2006,9,3,0,0,0,0,0,0,75000,54.0,0.0,1
2003,11,3,1,7200,2,2,875,0,75000,100.0,0.0,1
2006,9,3,0,4,1,4,1,700,75000,81.0,0.0,1
2018,6,2,0,0,0,0,0,0,75000,53.0,1.0,3
1987,13,0,1,30000,2,2,900,0,75000,99.0,0.0,1
2015,8,2,0,0,0,4,272,0,75000,78.0,0.0,2
1978,8,2,0,0,1,2,0,0,75000,170.0,0.0,3
2020,8,2,0,0,0,0,0,0,75000,48.0,1.0,2
1991,14,4,0,15000,3,6,1800,1270,75000,122.0,0.0,1
2020,7,2,0,1,1,2,0,0,75000,31.0,1.0,2
0,9,2,0,0,0,0,0,110,75000,157.0,0.0,3
1995,9,3,0,0,1,2,950,800,75000,73.0,0.0,1
1989,11,3,1,0,2,2,850,1400,75000,277.0,0.0,1
2018,7,2,0,2000,1,2,280,40,75000,256.0,0.0,2
2020,7,2,0,0,1,4,0,0,75000,61.0,1.0,2
2016,7,2,0,0,1,4,1,130,75000,62.0,0.0,1
2001,12,3,0,10300,3,6,1100,880,75000,93.0,0.0,1
2020,7,2,0,0,1,0,280,0,74998,45.0,1.0,2
2019,12,4,0,0,3,0,0,0,74990,88.0,1.0,2
2020,7,2,0,2200,1,3,230,15,74990,169.0,1.0,2
2013,8,2,0,3090,2,6,400,190,74990,75.0,0.0,2
1986,13,4,1,0,3,7,1500,2080,74990,104.0,,1
1988,12,2,0,4500,1,2,0,350,74900,333.0,0.0,2
0,7,2,0,2200,2,2,230,0,74900,96.0,1.0,2
2020,8,2,0,0,0,0,340,0,74900,40.0,1.0,2
2015,8,2,0,0,1,2,0,0,74900,53.0,0.0,2
2014,8,2,0,0,1,2,0,0,74900,62.0,0.0,2
2019,6,2,0,1800,1,2,280,0,74900,162.0,1.0,2
2020,8,2,0,0,1,4,0,0,74900,39.0,1.0,2
2015,8,2,0,3440,1,2,400,813,74900,163.0,0.0,2
2004,9,3,0,0,0,4,0,580,74900,114.0,0.0,3
2001,10,3,0,0,0,4,300,1577,74900,98.0,0.0,3
1923,16,3,1,0,2,4,0,0,74800,75.0,0.0,1
2012,8,2,0,0,1,2,350,0,74800,249.0,0.0,2
2020,8,2,0,0,0,0,340,0,74700,48.0,1.0,2
2017,12,3,0,9000,2,2,25,40,74700,171.0,0.0,2
2020,8,2,0,2700,2,6,0,0,74580,188.0,1.0,3
2019,7,2,0,0,0,0,0,0,67950,39.0,1.0,3
2020,9,2,0,3500,0,5,85,0,74500,203.0,1.0,1
2000,11,3,1,7100,2,4,240,1250,74500,106.0,0.0,1
2003,10,3,1,8500,1,4,300,1600,74500,168.0,0.0,1
2006,9,2,1,4200,1,4,473,1100,74500,144.0,0.0,2
1990,12,3,1,13000,2,0,800,3600,74500,74.0,0.0,1
2006,9,2,0,0,1,2,800,86,74500,89.0,0.0,2
1991,13,4,1,9000,3,6,800,1400,74500,213.0,0.0,1
2019,8,2,0,0,1,4,280,50,74500,69.0,0.0,2
2002,10,3,0,6200,2,4,515,580,74500,107.0,0.0,2
1927,18,4,1,0,2,0,4000,0,74500,130.0,0.0,1
1975,11,3,0,0,0,4,200,3756,74500,143.0,0.0,3
2016,8,2,0,0,0,2,0,190,74000,68.0,0.0,2
2005,11,3,0,0,2,4,0,500,74000,98.0,0.0,2
1971,5,2,0,1100,0,0,120,0,74000,114.0,0.0,2
2011,8,2,0,0,2,1,520,180,74000,120.0,0.0,2
1994,11,3,0,0,2,4,920,0,74000,155.0,0.0,1
2019,7,2,0,2,0,2,0,14,74000,,0.0,2
2020,8,2,0,0,2,4,270,0,73990,140.0,1.0,2
1990,12,3,1,12,2,0,0,2600,73990,68.0,,1
2004,10,3,0,0,1,1,800,250,79900,326.0,0.0,2
1986,5,2,0,1260,0,0,120,479,79900,462.0,0.0,2
0,7,2,0,1700,1,0,0,0,73900,90.0,1.0,2
2006,9,3,1,0,2,4,0,650,73900,60.0,0.0,1
1976,12,4,1,0,2,4,1500,3900,549000,530.0,0.0,1
2002,7,2,0,0,1,0,150,600,79000,218.0,0.0,1
1984,5,2,0,0,0,0,0,0,79000,917.0,0.0,2
2018,6,2,0,1730,1,2,280,0,79500,238.0,1.0,2
1994,12,3,1,0,0,4,500,4875,73500,99.0,0.0,3
2001,9,3,0,4100,0,4,0,800,73500,136.0,0.0,3
2020,7,2,0,0,0,3,300,0,66950,46.0,1.0,3
1980,5,2,0,0,0,0,120,682,79000,228.0,0.0,2
1996,10,3,0,7000,2,4,650,1510,73000,99.0,0.0,1
0,9,2,0,0,1,3,500,0,73000,102.0,1.0,3
2006,8,2,0,0,1,2,275,800,73000,59.0,0.0,3
2019,9,2,0,0,0,1,400,0,73000,57.0,1.0,2
2018,7,2,0,0,0,0,0,0,73000,129.0,0.0,2
2004,9,2,0,0,2,4,450,500,73000,55.0,0.0,2
2016,8,2,0,0,1,4,0,150,73000,70.0,0.0,1
2018,6,2,0,0,0,0,0,130,73000,59.0,0.0,2
2004,11,3,1,8700,2,4,810,0,73000,85.0,0.0,1
2004,11,3,0,8700,2,4,810,0,73000,122.0,0.0,1
2004,11,3,0,8700,2,4,810,0,73000,73.0,0.0,1
2004,11,3,0,8700,2,4,810,0,73000,129.0,0.0,1
1975,14,4,1,0,0,5,1400,3100,72500,125.0,0.0,3
1989,11,3,1,0,0,4,400,3100,72500,161.0,0.0,3
2001,8,2,0,0,0,2,0,0,72500,140.0,0.0,3
2020,7,2,0,0,0,0,0,0,72200,93.0,1.0,2
1988,11,3,0,0,2,4,0,550,78000,251.0,0.0,1
1967,5,2,0,0,0,0,80,464,78000,875.0,0.0,2
2018,6,2,0,2000,0,0,200,0,72050,280.0,1.0,2
2019,6,2,0,1300,0,0,0,0,536000,76.0,1.0,3
1993,11,3,0,9600,2,4,946,890,72000,151.0,0.0,1
2007,9,3,0,0,2,5,400,0,72000,131.0,0.0,1
2019,6,2,0,1814,0,0,197,0,72000,303.0,1.0,2
2014,9,2,0,0,1,0,0,30,72000,193.0,0.0,2
2006,9,3,0,6046,2,4,850,0,72000,43.0,0.0,3
2019,7,2,0,0,0,2,350,25,72000,26.0,1.0,2
2019,6,2,0,0,0,0,0,0,72000,67.0,1.0,2
2008,9,3,0,5800,2,2,520,290,72000,82.0,0.0,2
2002,12,3,0,0,2,4,780,450,72000,138.0,0.0,1
2006,10,3,0,0,2,4,550,0,72000,116.0,0.0,1
2003,10,3,1,6100,2,4,700,0,72000,110.0,0.0,1
2011,7,2,0,0,0,4,0,98,72000,99.0,0.0,2
1994,11,3,0,0,2,4,850,880,72000,199.0,0.0,1
1973,10,3,0,0,2,6,500,700,72000,143.0,0.0,1
2014,7,2,0,0,0,0,284,0,72000,269.0,0.0,2
2001,10,3,0,0,2,0,750,623,72000,,0.0,1
2020,6,2,0,1000,1,0,145,0,71900,65.0,1.0,2
2020,6,2,0,0,1,4,170,0,71900,42.0,1.0,2
2021,7,2,0,0,0,0,189,0,71900,168.0,1.0,2
2020,7,2,0,0,0,0,0,0,71832,71.0,1.0,2
2020,7,2,45,0,1,4,0,0,76800,143.0,1.0,2
1992,13,4,1,0,2,4,1200,950,71500,373.0,0.0,1
1999,10,3,1,5700,1,2,650,0,71500,168.0,0.0,1
2012,8,2,0,0,1,3,400,0,71500,100.0,0.0,1
0,8,2,0,2713,2,0,0,0,70667,105.0,1.0,2
2019,6,2,0,0,1,2,280,0,76370,191.0,1.0,2
2020,7,2,0,0,2,4,280,0,76240,299.0,1.0,2
2016,7,2,0,0,1,2,300,45,70500,54.0,0.0,2
2018,6,2,0,1550,1,2,190,550,76000,226.0,1.0,2
2017,6,2,0,1750,0,0,135,0,63995,36.0,1.0,1
2021,6,2,0,0,0,0,151,0,75831,254.0,1.0,2
1985,9,3,0,16500,2,4,980,38,70000,19.0,0.0,2
1988,11,3,0,0,0,0,0,0,70000,46.0,0.0,3
2010,9,3,0,0,2,4,0,116,70000,95.0,0.0,2
2001,11,3,0,6100,2,4,700,960,70000,176.0,0.0,1
2004,9,3,0,0,0,0,0,0,70000,57.0,0.0,1
1970,6,2,0,1500,0,0,0,0,70000,88.0,0.0,2
1991,11,3,1,10200,3,6,1000,50,70000,70.0,0.0,1
1990,10,3,1,11600,2,4,1000,545,70000,34.0,0.0,1
2010,8,2,0,0,0,0,0,0,70000,223.0,0.0,2
2011,9,2,0,3009,0,0,1090,336,70000,99.0,0.0,3
1990,14,4,0,0,2,4,0,1400,70000,49.0,0.0,3
1986,11,3,1,14975,2,4,1000,500,70000,143.0,0.0,1
2003,10,3,0,9880,2,3,564,500,70000,105.0,0.0,1
2001,11,3,0,0,1,6,600,820,70000,74.0,0.0,1
1997,10,3,0,7800,2,6,220,4085,70000,110.0,0.0,1
2005,10,3,0,0,2,6,2,1800,70000,81.0,0.0,1
2009,9,3,0,0,1,4,2,550,70000,56.0,0.0,1
2018,6,2,0,0,1,0,0,0,70000,46.0,0.0,2
2007,11,4,0,0,2,4,720,0,70000,144.0,0.0,2
2009,9,3,0,0,2,4,530,680,70000,99.0,0.0,1
1992,12,2,0,0,0,2,0,0,70000,52.0,0.0,1
1992,11,3,0,9240,1,2,900,650,70000,71.0,0.0,1
2008,8,2,0,3330,1,4,285,164,70000,48.0,0.0,2
2017,7,3,0,1100,0,0,0,70,70000,96.0,0.0,3
1992,12,4,0,10000,4,10,250,0,70000,96.0,0.0,1
2018,7,2,0,2500,1,2,230,0,69999,81.0,1.0,2
2019,6,2,0,1100,1,3,140,0,69999,67.0,1.0,2
0,7,2,0,0,0,0,0,0,69999,86.0,1.0,2
1993,13,4,0,0,3,4,150,431,69999,,0.0,3
2020,6,2,0,985,1,0,0,0,69995,111.0,1.0,3
2013,12,4,0,0,2,0,0,0,69990,124.0,0.0,2
2020,8,2,0,2451,1,0,280,0,69990,79.0,1.0,2
2000,9,3,0,0,2,4,0,850,69990,154.0,0.0,1
2018,6,2,0,700,1,2,105,0,69950,117.0,1.0,2
1973,12,3,1,0,0,6,1000,6200,69950,143.0,0.0,3
2020,8,2,0,2451,1,2,280,0,69950,81.0,1.0,2
1999,10,3,1,6500,1,4,600,700,69900,160.0,0.0,1
2018,6,2,0,1230,0,0,200,0,69900,192.0,1.0,2
1990,11,3,0,0,0,0,550,0,69900,179.0,0.0,3
2017,7,2,0,0,1,2,280,100,69900,58.0,0.0,2
2019,7,2,0,1900,1,2,182,0,69900,262.0,1.0,2
1997,10,3,0,0,2,4,650,0,69900,82.0,0.0,1
1984,11,3,1,0,0,4,600,0,69900,149.0,0.0,3
2016,7,2,0,2,1,4,1,131,69900,48.0,0.0,1
2018,9,2,0,0,0,4,0,0,69900,162.0,0.0,3
2019,7,2,0,1900,1,2,182,0,69900,152.0,1.0,2
2013,20,2,0,0,2,6,400,120,69900,153.0,0.0,2
2018,9,2,0,3776,2,6,400,0,69900,136.0,1.0,3
2019,7,2,0,1200,1,2,270,41,69900,93.0,0.0,2
2019,8,2,0,0,0,0,340,0,69900,20.0,1.0,2
2003,9,2,0,0,2,4,350,0,69900,352.0,0.0,2
2020,7,2,0,0,0,2,0,0,69900,58.0,1.0,2
2003,9,3,0,0,2,4,0,685,69900,113.0,0.0,1
1999,11,0,0,0,0,0,700,700,69900,317.0,0.0,1
2003,9,3,0,0,2,4,0,0,69900,120.0,0.0,1
2018,7,2,0,2150,1,4,280,125,69900,139.0,0.0,2
1997,10,3,0,0,2,6,480,5200,69900,174.0,0.0,1
2020,6,2,0,1065,0,0,0,0,518000,98.0,1.0,3
2020,7,2,0,2129,1,2,340,0,69600,75.0,1.0,2
2021,6,2,0,0,0,0,151,0,75142,237.0,1.0,2
1989,13,4,1,0,0,6,0,0,69500,218.0,0.0,3
1997,10,3,1,0,0,4,500,2551,69500,95.0,0.0,3
2003,9,2,0,0,0,2,240,0,69500,69.0,0.0,3
1989,11,3,1,0,0,2,400,0,69500,97.0,0.0,3
1970,12,3,1,0,0,4,1000,2100,69500,96.0,0.0,3
1973,13,4,1,14000,2,0,1000,5350,69500,60.0,0.0,1
1988,11,3,1,0,0,6,600,2500,69500,221.0,0.0,1
0,7,2,0,1770,1,0,0,0,69500,84.0,1.0,2
1989,10,3,0,0,2,4,800,810,69500,96.0,0.0,1
2020,7,2,0,0,1,0,300,0,69500,81.0,1.0,2
2006,10,0,0,0,2,4,0,690,69500,68.0,0.0,1
1995,10,2,1,0,0,2,500,0,69500,64.0,0.0,1
1989,10,3,0,0,1,2,200,2605,69500,80.0,0.0,1
2001,9,2,0,0,1,2,450,800,69500,69.0,0.0,1
2006,9,3,0,0,0,4,670,1450,69500,139.0,0.0,3
1990,11,3,1,0,0,4,600,950,69500,121.0,0.0,3
1982,12,3,1,0,1,2,750,0,69500,98.0,0.0,3
2004,10,3,0,0,0,2,400,4800,69500,132.0,0.0,3
1984,12,3,1,0,0,4,750,0,69500,167.0,0.0,3
1999,10,3,0,0,2,4,600,850,69500,,0.0,1
1992,12,2,0,0,1,0,0,20,69500,,0.0,2
2005,8,3,0,0,0,2,200,1691,69500,,0.0,3
2020,2,0,0,0,0,2,280,0,63345,67.0,1.0,3
2020,8,2,0,1650,1,4,0,0,69460,213.0,1.0,3
2000,8,3,0,0,2,0,0,390,69400,217.0,0.0,1
1961,6,2,0,0,0,0,0,0,75000,194.0,0.0,2
1985,5,2,0,0,0,0,0,50,75000,326.0,0.0,2
1984,0,0,0,0,0,0,0,480,75000,480.0,0.0,3
1965,6,2,0,0,0,0,0,0,74900,350.0,0.0,2
2016,6,2,0,0,0,0,0,0,69000,86.0,0.0,2
1993,10,3,0,7500,2,4,0,0,69000,195.0,0.0,1
